Shop Orders Item ID,Shop Orders Item Name,Shop Orders Item Category,Shop Orders Item Subcategory
680b7d1af4062dea0fb20db4,Circuit: Purple,Missions,Winline
680b6eeddf012ed65b92d144,Circuit: Purple,Missions,Winline
680b66dbdf012ed65b92d13d,FACEIT 1 Month Premium Subscription,Missions,Winline
680b664cdf012ed65b92d13b,FACEIT 1 Month Premium Subscription,Missions,Winline
680b6989f4062dea0fb20daa,FACEIT 2 Months Premium Subscription,Missions,Winline
680b67f3df012ed65b92d140,FACEIT 2 Months Premium Subscription,Missions,Winline
69aae1442fd9bd4bb66e5381,FACEIT Monthly Premium Subscription,Missions,tradeit
683fd7a7703b74f65a5b7f7d,Raffle link,brandedevents,Winline
67ff83b94cba1e8ee45e1544,Raffle link,brandedevents,Winline
68de6608f6294d141d753edf,Raffle link,brandedevents,Winline
69133348cf73c69c869c9dd9,Raffle link,brandedevents,Winline
68139f7233df1a9a3889ccb2,Raffle link,brandedevents,Winline
68404e4dfe457b21653a27c1,Raffle link,brandedevents,Winline
67acc5727e4b1401c937da5d,Raffle link,brandedevents,Winline
67ffaff0d32f9dfd2074db1e,Raffle link,brandedevents,Winline
68777d7b813287a19630779d,Raffle link,brandedevents,Winline
68a43791b2e9f9f5f0e1f591,Raffle link,brandedevents,Winline
67e58106124eb0d8f1407276,Raffle link,brandedevents,Winline
67a25857c9c6d653d23414b2,Raffle link,brandedevents,Winline
67dd6124e6677cc9ef22d059,Raffle link,brandedevents,Winline
680a3960df012ed65b92d13a,Raffle link,brandedevents,Winline
679245acedfc2d16c0ba6b6e,Raffle link,brandedevents,Winline
69b1243579b42a491eb68714,Raffle link,brandedevents,Winline
6813a83ffe2525e1cae6e37a,Raffle link,brandedevents,Winline
67ee92017e3403d6b95e029c,Raffle link,brandedevents,Winline
6762af90bcc83bc9bcdd4e84,Raffle link,brandedevents,Winline
681a49ceb838e47ac5978bb3,Raffle link,brandedevents,Winline
67a24f4bc9c6d653d23414ae,Raffle link,brandedevents,Winline
68ef6a14639959df8a9b82d8,Raffle link,brandedevents,Winline
67f797ade3743c1c033499f1,Raffle link,brandedevents,Winline
677fdeecbcc83bc9bcdd4ea6,Raffle link,brandedevents,Winline
691ef4953d0b38a6baa4792c,Raffle link,brandedevents,Winline
676945ff4e24eb5fd7db8cd0,Raffle link,brandedevents,Winline
67e6c96b124eb0d8f140727b,Raffle link,brandedevents,Winline
68c1549108d6aba4d3a90b13,Raffle link,brandedevents,Winline
69830160ee999d9f5ae94684,Raffle link,brandedevents,Winline
67d4181642b11595d1d01c52,Raffle link,brandedevents,Winline
68d3ca569d21581d58700e85,Raffle link,brandedevents,Winline
67eec1617e3403d6b95e029d,Raffle link,brandedevents,Winline
68cd0bb8f6713263081bd44b,Raffle link,brandedevents,Winline
67c039a2cff1caafcfdcad6d,Raffle link,brandedevents,Winline
6901f90b329853680017a4c2,Raffle link,brandedevents,Winline
68247fed53b007c54bb045b1,Raffle link,brandedevents,Winline
67c039e236a0b59af8bf6211,Raffle link,brandedevents,Winline
6932d2dc10cbdc726c23a97d,Raffle link,brandedevents,Winline
68fb5715caf2eb63a19771d6,Raffle link,brandedevents,Winline
6967b55ee267cbb27db29f51,Raffle link,brandedevents,Winline
67b734337c06f55a0f4d6c71,Raffle link,brandedevents,Winline
693be9fad503f6b41d30f2e6,Raffle link,brandedevents,Winline
695fd18671ace7bcfa31eab3,Raffle link,brandedevents,Winline
67ae15787c06f55a0f4d6c6f,Raffle link,brandedevents,Winline
679234c79b1a1827795f2eaa,Raffle link,brandedevents,Winline
69a6d00abd98d2687558af55,Raffle link,brandedevents,Winline
690b324022407f8e790f2cd5,Raffle link,brandedevents,Winline
699592afd6f0568057e129d4,Raffle link,brandedevents,Winline
68ba98f008d6aba4d3a90b11,Raffle link,brandedevents,Winline
6970a9593e53bb932e2050ee,Raffle link,brandedevents,Winline
698f37dad89b7d97dd69e371,Raffle link,brandedevents,Winline
67894a9bfa7e3b26b0c4a663,Raffle link,brandedevents,Winline
6943f84ff68574a3cf8b250c,Raffle link,brandedevents,Winline
6953b296f68574a3cf8b251b,Raffle link,brandedevents,Winline
692856cfe6d0740c91ec05ec,Raffle link,brandedevents,Winline
67d2d30942b11595d1d01c43,Raffle link,brandedevents,Winline
699ecbc8680d132d9227aa42,Raffle link,brandedevents,Winline
68b05aebb7641a92e46999ca,Raffle link,brandedevents,Winline
67b74012968aa5472164931b,Raffle link,brandedevents,Winline
6808dff3f4062dea0fb20d9a,Raffle link,brandedevents,Winline
6853843cdf2b4175778fcba7,Raffle link,brandedevents,Winline
67f7ab18e3743c1c033499fc,Raffle link,brandedevents,Winline
681cbb6f53b007c54bb04585,Raffle link,brandedevents,Winline
67dd6c2fe6677cc9ef22d05c,Raffle link,brandedevents,Winline
694bdc2d35cd90cc23784159,Raffle link,brandedevents,Winline
6889e0f7ceb18e7e3a3494fd,Raffle link ,brandedevents,Winline
68665b4c547936d6e1842c4f,Raffle link ,brandedevents,Winline
687f60c4b68ae3dc5546681d,Raffle link ,brandedevents,Winline
689db21047e06bfaab0ff5b7,Raffle link ,brandedevents,Winline
68244d3453b007c54bb045b0,Raffle link ,brandedevents,Winline
68464b66703b74f65a5b7f8e,Raffle link ,brandedevents,Winline
687fa3e211bd2541c4e13b2f,Raffle link ,brandedevents,Winline
686cd3ac4ddfbcb247e3a922,Raffle link ,brandedevents,Winline
687906f41f320d91e1a98cc5,Raffle link ,brandedevents,Winline
68465457703b74f65a5b7f8f,Raffle link ,brandedevents,Winline
689472adab1add6244246a4f,Raffle link ,brandedevents,Winline
685388ebdf2b4175778fcba8,Raffle link ,brandedevents,Winline
6866678c547936d6e1842c51,Raffle link ,brandedevents,Winline
65f04211aff740a244b3be27,TEST_Whitemarket,Misisons,Winline
65f04211aff740a244b3be27,TEST_Winline,Misisons,Winline
680b6bdaf4062dea0fb20dac,Voltic: Red,Missions,Winline
680b7aeadf012ed65b92d14c,Voltic: White,Missions,Winline
680b71d4df012ed65b92d146,Voltic: White,Missions,Winline
66684d0fd0fd28eac68a398b,Winline CC Solo Free Bet 1.25K,brandedevents,Winline
66684493d0fd28eac68a37dd,Winline CC Solo Free Bet 100K,brandedevents,Winline
666849cfba419ff863b7322f,Winline CC Solo Free Bet 10K,brandedevents,Winline
66684d82ba419ff863b732eb,Winline CC Solo Free Bet 1K,brandedevents,Winline
66684c91d0fd28eac68a397a,Winline CC Solo Free Bet 2.5K,brandedevents,Winline
6668494eba419ff863b731f0,Winline CC Solo Free Bet 20K,brandedevents,Winline
666848451ee510b0eeacd2db,Winline CC Solo Free Bet 30K,brandedevents,Winline
666847a8ba419ff863b7319b,Winline CC Solo Free Bet 50K,brandedevents,Winline
66684c14ba419ff863b732ae,Winline CC Solo Free Bet 5K,brandedevents,Winline
66684f82d0fd28eac68a3a26,Winline CC Solo Free Bet 600,brandedevents,Winline
66684723ba419ff863b73183,Winline CC Solo Free Bet 60K,brandedevents,Winline
66684afed0fd28eac68a392d,Winline CC Solo Free Bet 7.5K,brandedevents,Winline
66684f00ba419ff863b73338,Winline CC Solo Free Bet 700,brandedevents,Winline
66684696ba419ff863b7316b,Winline CC Solo Free Bet 70K,brandedevents,Winline
66684614d0fd28eac68a381a,Winline CC Solo Free Bet 75K,brandedevents,Winline
66684e7dd0fd28eac68a39dd,Winline CC Solo Free Bet 800,brandedevents,Winline
6668455fd0fd28eac68a37ff,Winline CC Solo Free Bet 80K,brandedevents,Winline
66684e071ee510b0eeacd408,Winline CC Solo Free Bet 900,brandedevents,Winline
68653422547936d6e1842c42,test_winline_bronze_ticket,brandedevents,Winline
67d14b7ca9212d0195135603,winline cis,Missions,Winline
67f7bfdde3743c1c03349a00,wl by test,code,Winline
69aea510cf9cd385db77b27c,€1 Tradeit Credit,Missions,tradeit
69aea4406ca185c5682087bf,€25 Tradeit Credit,Missions,tradeit
