Client Hardware Details V2 Manufacturer,Client Hardware Details V2 Manufacturer,Client Hardware Details V2 Cores,Client Hardware Details V2 Manufacturer,Client Hardware Details V2 Device Name
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,razer,mouse
microelectronics,amd ryzen 7 9800x3d 8-core processor           ,16,razer,keyboard
microelectronics,amd ryzen 7 9800x3d 8-core processor           ,16,razer,mouse
asrock,amd ryzen 7 9800x3d 8-core processor           ,16,razer,keyboard
asrock,amd ryzen 7 9800x3d 8-core processor           ,16,razer,mouse
"gigabyte technology co., ltd.",amd ryzen 9 5900x 12-core processor            ,24,razer,keyboard
"gigabyte technology co., ltd.",amd ryzen 9 5900x 12-core processor            ,24,razer,mouse
asus,amd ryzen 9 5900x 12-core processor            ,24,razer,keyboard
asus,amd ryzen 9 5900x 12-core processor            ,24,razer,mouse
"micro-star international co., ltd.",amd ryzen 9 5900x 12-core processor            ,24,razer,keyboard
"micro-star international co., ltd.",amd ryzen 9 5900x 12-core processor            ,24,razer,mouse
"micro-star international co., ltd.",amd ryzen 9 5950x 16-core processor            ,32,razer,keyboard
"micro-star international co., ltd.",amd ryzen 9 5950x 16-core processor            ,32,razer,mouse
"micro-star international co., ltd.",amd ryzen 9 7900x 12-core processor            ,24,razer,keyboard
"micro-star international co., ltd.",amd ryzen 9 7900x 12-core processor            ,24,razer,mouse
"gigabyte technology co., ltd.",amd ryzen 9 7900x3d 12-core processor          ,24,razer,keyboard
"gigabyte technology co., ltd.",amd ryzen 9 7900x3d 12-core processor          ,24,razer,mouse
"micro-star international co., ltd.",amd ryzen 9 7950x3d 16-core processor          ,32,razer,keyboard
"micro-star international co., ltd.",amd ryzen 9 7950x3d 16-core processor          ,32,razer,mouse
asus,amd ryzen 9 9900x3d 12-core processor          ,24,razer,keyboard
asus,amd ryzen 9 9900x3d 12-core processor          ,24,razer,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i3-10105f cpu @ 3.70ghz,8,razer,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i3-10105f cpu @ 3.70ghz,8,razer,mouse
lenovo,intel(r) core(tm) i5-10300h cpu @ 2.50ghz,8,razer,keyboard
lenovo,intel(r) core(tm) i5-10300h cpu @ 2.50ghz,8,razer,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,razer,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,razer,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14400f,16,razer,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14400f,16,razer,mouse
"micro-star international co., ltd.",intel(r) core(tm) i5-14500,20,razer,keyboard
"micro-star international co., ltd.",intel(r) core(tm) i5-14500,20,razer,mouse
asrock,intel(r) core(tm) i5-14600k,20,razer,keyboard
asrock,intel(r) core(tm) i5-14600k,20,razer,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14600k,20,razer,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14600k,20,razer,mouse
asus,intel(r) core(tm) i5-14600k,20,razer,keyboard
asus,intel(r) core(tm) i5-14600k,20,razer,mouse
"micro-star international co., ltd.",intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,razer,keyboard
"micro-star international co., ltd.",intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,razer,mouse
to be filled by o.e.m.,intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,razer,keyboard
to be filled by o.e.m.,intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,razer,mouse
system manufacturer,intel(r) core(tm) i5-9600kf cpu @ 3.70ghz,6,razer,keyboard
system manufacturer,intel(r) core(tm) i5-9600kf cpu @ 3.70ghz,6,razer,mouse
hp,intel(r) core(tm) i7-10750h cpu @ 2.60ghz,12,razer,keyboard
hp,intel(r) core(tm) i7-10750h cpu @ 2.60ghz,12,razer,mouse
acer,intel(r) core(tm) i7-10870h cpu @ 2.20ghz,16,razer,keyboard
acer,intel(r) core(tm) i7-10870h cpu @ 2.20ghz,16,razer,mouse
lenovo,intel(r) core(tm) i7-14650hx,24,razer,keyboard
lenovo,intel(r) core(tm) i7-14650hx,24,razer,mouse
acer,intel(r) core(tm) i7-14650hx,24,razer,keyboard
acer,intel(r) core(tm) i7-14650hx,24,razer,mouse
"micro-star international co., ltd.",intel(r) core(tm) i7-14700,28,razer,keyboard
"micro-star international co., ltd.",intel(r) core(tm) i7-14700,28,razer,mouse
"micro-star international co., ltd.",intel(r) core(tm) i7-14700k,28,razer,keyboard
"micro-star international co., ltd.",intel(r) core(tm) i7-14700k,28,razer,mouse
asus,intel(r) core(tm) i7-8700k cpu @ 3.70ghz,12,razer,keyboard
asus,intel(r) core(tm) i7-8700k cpu @ 3.70ghz,12,razer,mouse
hp,intel(r) core(tm) i7-8750h cpu @ 2.20ghz,12,razer,keyboard
hp,intel(r) core(tm) i7-8750h cpu @ 2.20ghz,12,razer,mouse
acer,intel(r) core(tm) i7-9700 cpu @ 3.00ghz,8,razer,keyboard
acer,intel(r) core(tm) i7-9700 cpu @ 3.00ghz,8,razer,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i9-10900kf cpu @ 3.70ghz,20,razer,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i9-10900kf cpu @ 3.70ghz,20,razer,mouse
asus,intel(r) core(tm) i9-9900kf cpu @ 3.60ghz,16,razer,keyboard
asus,intel(r) core(tm) i9-9900kf cpu @ 3.60ghz,16,razer,mouse
hp,intel(r) core(tm) ultra 7 255h,16,razer,keyboard
hp,intel(r) core(tm) ultra 7 255h,16,razer,mouse
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12600kf,16,razer,keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12600kf,16,razer,mouse
razer,intel(r) core(tm) i7-10750h cpu @ 2.60ghz,12,razer,keyboard
razer,intel(r) core(tm) i7-10750h cpu @ 2.60ghz,12,razer,mouse
"micro-star international co., ltd.",amd ryzen 9 9900x3d 12-core processor          ,24,razer,keyboard
"micro-star international co., ltd.",amd ryzen 9 9900x3d 12-core processor          ,24,razer,mouse
to be filled by o.e.m.,amd ryzen 7 5800xt 8-core processor            ,16,razer,keyboard
to be filled by o.e.m.,amd ryzen 7 5800xt 8-core processor            ,16,razer,mouse
to be filled by o.e.m.,intel(r) core(tm) i9-9900kf cpu @ 3.60ghz,16,razer,keyboard
to be filled by o.e.m.,intel(r) core(tm) i9-9900kf cpu @ 3.60ghz,16,razer,mouse
acer,12th gen intel(r) core(tm) i7-12700f,20,razer,keyboard
acer,12th gen intel(r) core(tm) i7-12700f,20,razer,mouse
acer,intel(r) core(tm) 5 210h,12,razer,keyboard
acer,intel(r) core(tm) 5 210h,12,razer,mouse
asrock,amd ryzen 9 9950x 16-core processor            ,32,razer,keyboard
asrock,amd ryzen 9 9950x 16-core processor            ,32,razer,mouse
asrock,amd ryzen 9 9950x3d 16-core processor          ,32,razer,keyboard
asrock,amd ryzen 9 9950x3d 16-core processor          ,32,razer,mouse
asus,amd ryzen 5 5600x3d 6-core processor           ,12,razer,keyboard
asus,amd ryzen 5 5600x3d 6-core processor           ,12,razer,mouse
asus,amd ryzen 7 9800x3d 8-core processor           ,16,razer,keyboard
asustek computer inc.,13th gen intel(r) core(tm) i7-13650hx,20,razer,keyboard
asustek computer inc.,13th gen intel(r) core(tm) i7-13650hx,20,razer,mouse
asustek computer inc.,amd ryzen 7 7735hs with radeon graphics        ,16,razer,keyboard
asustek computer inc.,amd ryzen 7 7735hs with radeon graphics        ,16,razer,mouse
"gigabyte technology co., ltd.",amd ryzen 7 5700x3d 8-core processor           ,16,razer,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700x3d 8-core processor           ,16,razer,mouse
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,8,razer,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,8,razer,mouse
hp,intel(r) core(tm) i7-14700f,28,razer,keyboard
hp,intel(r) core(tm) i7-14700f,28,razer,mouse
lenovo,intel(r) core(tm) i7-14700hx,28,razer,keyboard
lenovo,intel(r) core(tm) i7-14700hx,28,razer,mouse
"micro-star international co., ltd.",11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,razer,keyboard
"micro-star international co., ltd.",11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,razer,mouse
"micro-star international co., ltd.",amd ryzen 5 8400f 6-core processor             ,12,razer,keyboard
"micro-star international co., ltd.",amd ryzen 5 8400f 6-core processor             ,12,razer,mouse
"micro-star international co., ltd.",amd ryzen 9 9900x 12-core processor            ,24,razer,keyboard
"micro-star international co., ltd.",amd ryzen 9 9900x 12-core processor            ,24,razer,mouse
"micro-star international co., ltd.",intel(r) core(tm) i5-8600k cpu @ 3.60ghz,6,razer,keyboard
"micro-star international co., ltd.",intel(r) core(tm) i5-8600k cpu @ 3.60ghz,6,razer,mouse
"micro-star international co., ltd.",intel(r) core(tm) ultra 7 155h,22,razer,keyboard
"micro-star international co., ltd.",intel(r) core(tm) ultra 7 155h,22,razer,mouse
nzxt,13th gen intel(r) core(tm) i9-13900k,32,razer,keyboard
nzxt,13th gen intel(r) core(tm) i9-13900k,32,razer,mouse
nzxt,amd ryzen 5 7600x 6-core processor             ,12,razer,keyboard
nzxt,amd ryzen 5 7600x 6-core processor             ,12,razer,mouse
to be filled by o.e.m.,amd ryzen 5 5600g with radeon graphics         ,12,razer,keyboard
to be filled by o.e.m.,amd ryzen 5 5600g with radeon graphics         ,12,razer,mouse
lenovo,13th gen intel(r) core(tm) i5-13450hx,16,rapoo,keyboard
lenovo,13th gen intel(r) core(tm) i5-13450hx,16,rapoo,mouse
"micro-star international co., ltd.",amd ryzen 7 5700x3d 8-core processor           ,16,rapoo,keyboard
"micro-star international co., ltd.",amd ryzen 7 5700x3d 8-core processor           ,16,rapoo,mouse
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,8,rapoo,keyboard
"micro-star international co., ltd.",intel(r) core(tm) i7-8700 cpu @ 3.20ghz,12,rapoo,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i9-14900k,32,rapoo,keyboard
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,pulsar,keyboard
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,pulsar,mouse
hp,13th gen intel(r) core(tm) i7-13700hx,24,primax,keyboard
hp,13th gen intel(r) core(tm) i7-13700hx,24,primax,mouse
"gigabyte technology co., ltd.",amd ryzen 9 5950x 16-core processor            ,32,"pixart imaging, inc.",keyboard
"gigabyte technology co., ltd.",amd ryzen 9 5950x 16-core processor            ,32,"pixart imaging, inc.",mouse
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,pixart,mouse
asustek computer inc.,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,pixart,mouse
dell inc.,11th gen intel(r) core(tm) i5-1145g7 @ 2.60ghz,8,pixart,mouse
lenovo,12th gen intel(r) core(tm) i5-12450hx,12,pixart,mouse
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i5-13400f,16,pixart,mouse
asus,amd ryzen 3 2200g with radeon vega graphics    ,4,pixart,mouse
lenovo,amd ryzen 5 7535hs with radeon graphics        ,12,pixart,mouse
"gigabyte technology co., ltd.",amd ryzen 7 3700x 8-core processor             ,16,pixart,mouse
asus,amd ryzen 7 5700x 8-core processor             ,16,pixart,keyboard
asus,amd ryzen 7 5700x 8-core processor             ,16,pixart,mouse
"micro-star international co., ltd.",amd ryzen 7 5800x 8-core processor             ,16,pixart,mouse
"micro-star international co., ltd.",amd ryzen 9 8945hs w/ radeon 780m graphics,16,pixart,keyboard
"micro-star international co., ltd.",amd ryzen 9 8945hs w/ radeon 780m graphics,16,pixart,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-4440 cpu @ 3.10ghz,4,pixart,mouse
intel,intel(r) core(tm) i7-3770 cpu @ 3.40ghz,8,pixart,mouse
"micro-star international co., ltd.",intel(r) core(tm) ultra 7 265k,20,pixart,mouse
acer,intel(r) core(tm) i5-10300h cpu @ 2.50ghz,8,pixart,mouse
asus,amd ryzen 5 5500                               ,12,pixart,mouse
"micro-star international co., ltd.",intel(r) core(tm) i5-8300h cpu @ 2.30ghz,8,pixart,mouse
hp,13th gen intel(r) core(tm) i5-13420h,12,onmicro,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,"nzxt, inc.",keyboard
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,novatek,keyboard
pcspecialist,intel(r) core(tm) i5-14400f,16,mouse recei,keyboard
lenovo,13th gen intel(r) core(tm) i7-13650hx,20,mosart semi.,mouse
asus,amd ryzen 7 9800x3d 8-core processor           ,16,morkblade mk60,keyboard
asus,amd ryzen 7 9800x3d 8-core processor           ,16,morkblade mk60,mouse
"gigabyte technology co., ltd.",amd ryzen 7 3700x 8-core processor             ,16,mode,keyboard
dell inc.,12th gen intel(r) core(tm) i7-1250u,12,microsoft,mouse
dell inc.,13th gen intel(r) core(tm) i5-1345u,12,microsoft,mouse
acer,13th gen intel(r) core(tm) i9-13900hx,32,microsoft,mouse
asustek computer inc.,11th gen intel(r) core(tm) i7-11370h @ 3.30ghz,8,microsoft,mouse
gigabyte,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,microsoft,mouse
hp,amd ryzen 5 5600h with radeon graphics         ,12,microsoft,mouse
asustek computer inc.,12th gen intel(r) core(tm) i5-12450h,12,microsoft,mouse
asustek computer inc.,amd ryzen 7 6800h with radeon graphics         ,16,microsoft,mouse
"micro-star international co., ltd.",12th gen intel(r) core(tm) i7-12650h,16,microsoft,mouse
hp,11th gen intel(r) core(tm) i7-1165g7 @ 2.80ghz,8,microsoft,mouse
hp,13th gen intel(r) core(tm) i5-13500hx,20,microsoft,mouse
acer,12th gen intel(r) core(tm) i9-12900h,20,microsoft,mouse
lenovo,intel(r) core(tm) i5-9300h cpu @ 2.40ghz,8,microsoft,mouse
hp,amd ryzen 9 8940hx with radeon graphics        ,32,microsoft,mouse
lenovo,12th gen intel(r) core(tm) i5-12450hx,12,microsoft,mouse
asustek computer inc.,13th gen intel(r) core(tm) i5-13450hx,16,microsoft,mouse
lenovo,amd ryzen 5 4600h with radeon graphics         ,12,microsoft,mouse
hp,13th gen intel(r) core(tm) i7-13620h,16,microsoft,mouse
"micro-star international co., ltd.",intel(r) core(tm) i7-14650hx,24,microsoft,mouse
asustek computer inc.,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,microsoft,mouse
acer,13th gen intel(r) core(tm) i5-13500hx,20,microsoft,mouse
hp,13th gen intel(r) core(tm) i5-13420h,12,microsoft,mouse
lenovo,amd ryzen 7 7840hs w/ radeon 780m graphics     ,16,microsoft,mouse
acer,13th gen intel(r) core(tm) i5-13420h,12,microsoft,mouse
hp,13th gen intel(r) core(tm) i7-13700hx,24,microsoft,mouse
lenovo,13th gen intel(r) core(tm) i5-13450hx,16,microsoft,mouse
lenovo,11th gen intel(r) core(tm) i5-11320h @ 3.20ghz,8,microsoft,mouse
gigabyte,amd ryzen 7 260 w/ radeon 780m graphics        ,16,microsoft,mouse
hp,11th gen intel(r) core(tm) i3-1125g4 @ 2.00ghz,8,microsoft,mouse
"micro-star international co., ltd.",11th gen intel(r) core(tm) i5-11260h @ 2.60ghz,12,microsoft,mouse
hp,11th gen intel(r) core(tm) i5-11300h @ 3.10ghz,8,microsoft,mouse
asustek computer inc.,11th gen intel(r) core(tm) i5-11300h @ 3.10ghz,8,microsoft,mouse
dell inc.,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,microsoft,mouse
hp,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,microsoft,mouse
dell inc.,11th gen intel(r) core(tm) i5-1145g7 @ 2.60ghz,8,microsoft,mouse
acer,11th gen intel(r) core(tm) i7-11800h @ 2.30ghz,16,microsoft,mouse
hp,11th gen intel(r) core(tm) i7-11800h @ 2.30ghz,16,microsoft,mouse
dell inc.,11th gen intel(r) core(tm) i7-11800h @ 2.30ghz,16,microsoft,mouse
asustek computer inc.,11th gen intel(r) core(tm) i7-11800h @ 2.30ghz,16,microsoft,mouse
"micro-star international co., ltd.",11th gen intel(r) core(tm) i7-11800h @ 2.30ghz,16,microsoft,mouse
lenovo,11th gen intel(r) core(tm) i7-11800h @ 2.30ghz,16,microsoft,mouse
asustek computer inc.,11th gen intel(r) core(tm) i9-11900h @ 2.50ghz,16,microsoft,mouse
lenovo,11th gen intel(r) core(tm) i9-11950h @ 2.60ghz,16,microsoft,mouse
hp,12th gen intel(r) core(tm) i5-12450h,12,microsoft,mouse
lenovo,12th gen intel(r) core(tm) i5-12450h,12,microsoft,mouse
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12450h,12,microsoft,mouse
acer,12th gen intel(r) core(tm) i5-12450h,12,microsoft,mouse
asustek computer inc.,12th gen intel(r) core(tm) i5-12500h,16,microsoft,mouse
dell inc.,12th gen intel(r) core(tm) i5-12500h,16,microsoft,mouse
acer,12th gen intel(r) core(tm) i5-12500h,16,microsoft,mouse
gigabyte,12th gen intel(r) core(tm) i5-12500h,16,microsoft,mouse
hp,12th gen intel(r) core(tm) i5-12500h,16,microsoft,mouse
lenovo,12th gen intel(r) core(tm) i7-12650h,16,microsoft,mouse
asustek computer inc.,12th gen intel(r) core(tm) i7-12700h,20,microsoft,mouse
"micro-star international co., ltd.",12th gen intel(r) core(tm) i7-12700h,20,microsoft,mouse
lenovo,12th gen intel(r) core(tm) i7-12700h,20,microsoft,mouse
hp,13th gen intel(r) core(tm) i5-1335u,12,microsoft,mouse
"micro-star international co., ltd.",13th gen intel(r) core(tm) i5-13420h,12,microsoft,mouse
acer,13th gen intel(r) core(tm) i5-13420h,12,microsoft,keyboard
asustek computer inc.,13th gen intel(r) core(tm) i5-13500h,16,microsoft,mouse
asustek computer inc.,13th gen intel(r) core(tm) i7-13620h,16,microsoft,mouse
lenovo,13th gen intel(r) core(tm) i7-13620h,16,microsoft,mouse
gigabyte,13th gen intel(r) core(tm) i7-13620h,16,microsoft,mouse
acer,13th gen intel(r) core(tm) i7-13620h,16,microsoft,mouse
lenovo,13th gen intel(r) core(tm) i7-13650hx,20,microsoft,mouse
asustek computer inc.,13th gen intel(r) core(tm) i7-13650hx,20,microsoft,mouse
acer,13th gen intel(r) core(tm) i7-13700hx,24,microsoft,mouse
lenovo,13th gen intel(r) core(tm) i7-13700hx,24,microsoft,mouse
lenovo,amd ryzen 3 7330u with radeon graphics         ,4,microsoft,mouse
acer,amd ryzen 5 4600h with radeon graphics         ,12,microsoft,mouse
hp,amd ryzen 5 4600h with radeon graphics         ,12,microsoft,mouse
lenovo,amd ryzen 5 5600h with radeon graphics         ,12,microsoft,mouse
dell inc.,amd ryzen 5 5600h with radeon graphics         ,12,microsoft,mouse
acer,amd ryzen 5 6600h with radeon graphics         ,12,microsoft,mouse
asustek computer inc.,amd ryzen 5 7535hs with radeon graphics        ,12,microsoft,mouse
"micro-star international co., ltd.",amd ryzen 5 7535hs with radeon graphics        ,12,microsoft,mouse
lenovo,amd ryzen 5 7535hs with radeon graphics        ,12,microsoft,mouse
asustek computer inc.,amd ryzen 7 4800h with radeon graphics         ,16,microsoft,mouse
asustek computer inc.,amd ryzen 7 5800h with radeon graphics         ,16,microsoft,mouse
asustek computer inc.,amd ryzen 7 5800h with radeon graphics         ,16,microsoft,keyboard
acer,amd ryzen 7 5800h with radeon graphics         ,16,microsoft,mouse
lenovo,amd ryzen 7 5800h with radeon graphics         ,16,microsoft,mouse
hp,amd ryzen 7 5800h with radeon graphics         ,16,microsoft,mouse
lenovo,amd ryzen 7 6800h with radeon graphics         ,16,microsoft,mouse
hp,amd ryzen 7 6800h with radeon graphics         ,16,microsoft,mouse
asustek computer inc.,amd ryzen 7 6800hs with radeon graphics         ,16,microsoft,mouse
asustek computer inc.,amd ryzen 7 7435hs                             ,16,microsoft,mouse
lenovo,amd ryzen 7 7435hs                             ,16,microsoft,mouse
asustek computer inc.,amd ryzen 7 7445hs w/ radeon 740m graphics     ,12,microsoft,mouse
acer,amd ryzen 7 7735hs with radeon graphics        ,16,microsoft,mouse
asustek computer inc.,amd ryzen 7 7735hs with radeon graphics        ,16,microsoft,mouse
lenovo,amd ryzen 7 7745hx with radeon graphics        ,16,microsoft,mouse
hp,amd ryzen 7 7840hs w/ radeon 780m graphics     ,16,microsoft,mouse
"micro-star international co., ltd.",amd ryzen 7 8845hs w/ radeon 780m graphics,16,microsoft,mouse
lenovo,amd ryzen 7 8845hs w/ radeon 780m graphics,16,microsoft,mouse
asustek computer inc.,amd ryzen 9 5900hx with radeon graphics        ,16,microsoft,mouse
asustek computer inc.,amd ryzen 9 6900hs with radeon graphics        ,16,microsoft,mouse
asustek computer inc.,amd ryzen 9 8945h w/ radeon 780m graphics      ,16,microsoft,mouse
hp,amd ryzen 9 8945hs w/ radeon 780m graphics,16,microsoft,mouse
"micro-star international co., ltd.",amd ryzen 9 8945hs w/ radeon 780m graphics,16,microsoft,mouse
alienware,intel(r) core(tm) 7 240h,16,microsoft,mouse
lenovo,intel(r) core(tm) i5-10300h cpu @ 2.50ghz,8,microsoft,mouse
asustek computer inc.,intel(r) core(tm) i5-10300h cpu @ 2.50ghz,8,microsoft,mouse
dell inc.,intel(r) core(tm) i5-8300h cpu @ 2.30ghz,8,microsoft,mouse
acer,intel(r) core(tm) i5-9300h cpu @ 2.40ghz,8,microsoft,mouse
"micro-star international co., ltd.",intel(r) core(tm) i5-9300h cpu @ 2.40ghz,8,microsoft,mouse
hp,intel(r) core(tm) i7-10750h cpu @ 2.60ghz,12,microsoft,mouse
"micro-star international co., ltd.",intel(r) core(tm) i7-10750h cpu @ 2.60ghz,12,microsoft,mouse
acer,intel(r) core(tm) i7-10870h cpu @ 2.20ghz,16,microsoft,mouse
asustek computer inc.,intel(r) core(tm) i7-14650hx,16,microsoft,mouse
lenovo,intel(r) core(tm) i7-14650hx,24,microsoft,mouse
acer,intel(r) core(tm) i7-14650hx,24,microsoft,mouse
"micro-star international co., ltd.",intel(r) core(tm) i7-14700hx,28,microsoft,mouse
acer,intel(r) core(tm) i7-14700hx,28,microsoft,mouse
lenovo,intel(r) core(tm) i7-14700hx,28,microsoft,mouse
"micro-star international co., ltd.",intel(r) core(tm) i7-9750h cpu @ 2.60ghz,12,microsoft,mouse
lenovo,intel(r) core(tm) i9-14900hx,32,microsoft,mouse
hp,intel(r) core(tm) ultra 7 255h,16,microsoft,mouse
acer,intel(r) core(tm) ultra 7 255hx,20,microsoft,keyboard
acer,intel(r) core(tm) ultra 7 255hx,20,microsoft,mouse
lenovo,intel(r) core(tm) ultra 9 275hx,24,microsoft,mouse
"micro-star international co., ltd.",intel(r) core(tm) ultra 9 275hx,24,microsoft,mouse
lenovo,amd ryzen 5 7640hs w/ radeon 760m graphics     ,12,microsoft,mouse
hp,intel(r) core(tm) ultra 7 155h,22,microsoft,mouse
razer,intel(r) core(tm) i7-10750h cpu @ 2.60ghz,12,microsoft,mouse
acer,12th gen intel(r) core(tm) i5-1240p,16,microsoft,mouse
acer,12th gen intel(r) core(tm) i7-12650h,16,microsoft,mouse
acer,amd ryzen 5 5600h with radeon graphics         ,12,microsoft,mouse
acer,intel(r) core(tm) 5 210h,12,microsoft,mouse
acer,intel(r) core(tm) i5-10300h cpu @ 2.50ghz,8,microsoft,mouse
asustek computer inc.,amd ryzen 7 3750h with radeon vega mobile gfx  ,8,microsoft,mouse
asustek computer inc.,intel(r) core(tm) i9-14900hx,32,microsoft,mouse
asustek computer inc.,intel(r) core(tm) ultra 9 275hx,24,microsoft,mouse
dell inc.,11th gen intel(r) core(tm) i5-11260h @ 2.60ghz,12,microsoft,mouse
dell inc.,13th gen intel(r) core(tm) i7-13650hx,20,microsoft,mouse
hp,12th gen intel(r) core(tm) i5-1240p,16,microsoft,mouse
lenovo,amd ryzen 9 9955hx 16-core processor           ,32,microsoft,mouse
"micro-star international co., ltd.",13th gen intel(r) core(tm) i7-13620h,16,microsoft,mouse
"micro-star international co., ltd.",intel(r) core(tm) ultra 7 155h,22,microsoft,mouse
"micro-star international co., ltd.",amd ryzen 9 5900x 12-core processor            ,24,mchose,keyboard
"micro-star international co., ltd.",amd ryzen 9 5900x 12-core processor            ,24,mchose,mouse
asus,amd ryzen 5 7600x 6-core processor             ,6,mchose,keyboard
asus,amd ryzen 5 7600x 6-core processor             ,6,mchose,mouse
"gigabyte technology co., ltd.",amd ryzen 7 5700x 8-core processor             ,16,mchose,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700x 8-core processor             ,16,mchose,mouse
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,mchose,keyboard
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,mchose,mouse
"gigabyte technology co., ltd.",amd ryzen 9 3900x 12-core processor            ,24,mchose,keyboard
"gigabyte technology co., ltd.",amd ryzen 9 3900x 12-core processor            ,24,mchose,mouse
asus,amd ryzen 9 7950x3d 16-core processor          ,32,mchose,keyboard
asus,amd ryzen 9 7950x3d 16-core processor          ,32,mchose,mouse
to be filled by o.e.m.,amd ryzen 7 5800xt 8-core processor            ,16,massdrop inc.,keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i7-12650h,16,lxddz,keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i7-12650h,16,lxddz,mouse
"micro-star international co., ltd.",amd ryzen 7 9700x 8-core processor             ,16,lxd,mouse
asus,12th gen intel(r) core(tm) i5-12400f,12,logotech,keyboard
asus,12th gen intel(r) core(tm) i5-12400,12,logitech,keyboard
asus,12th gen intel(r) core(tm) i5-12400,12,logitech,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,logitech,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,logitech,mouse
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,logitech,keyboard
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,logitech,mouse
"gigabyte technology co., ltd.",amd ryzen 7 5700x 8-core processor             ,16,logitech,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700x 8-core processor             ,16,logitech,mouse
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,logitech,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,logitech,mouse
"micro-star international co., ltd.",intel(r) core(tm) i5-10400 cpu @ 2.90ghz,12,logitech,keyboard
"micro-star international co., ltd.",intel(r) core(tm) i5-10400 cpu @ 2.90ghz,12,logitech,mouse
system manufacturer,amd ryzen 5 3600x 6-core processor             ,12,logitech,keyboard
system manufacturer,amd ryzen 5 3600x 6-core processor             ,12,logitech,mouse
acer,12th gen intel(r) core(tm) i9-12900h,20,logitech,keyboard
acer,12th gen intel(r) core(tm) i9-12900h,20,logitech,mouse
hp,amd ryzen 9 8940hx with radeon graphics        ,32,logitech,keyboard
hp,amd ryzen 9 8940hx with radeon graphics        ,32,logitech,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,logitech,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,logitech,mouse
"micro-star international co., ltd",amd ryzen 5 3600 6-core processor              ,12,logitech,keyboard
"micro-star international co., ltd",amd ryzen 5 3600 6-core processor              ,12,logitech,mouse
asus,amd ryzen 5 7600x 6-core processor             ,12,logitech,keyboard
